
SAXS BOX                                                                        
     1193         0         0         0         0         0         0         0 
  0.000000E+00   3.170756E+02   0.000000E+00   1.000000E+00   1.541800E-01 
  0.000000E+00   1.028176E+00   0.000000E+00   0.000000E+00   0.000000E+00 
  9.773634E-02   1.713983E+05   5.932030E+02 
  1.041267E-01   1.440035E+05   5.419208E+02 
  1.105171E-01   1.231049E+05   5.016696E+02 
  1.169075E-01   1.072678E+05   4.673220E+02 
  1.232979E-01   9.380832E+04   4.367280E+02 
  1.296883E-01   8.272167E+04   4.095880E+02 
  1.360787E-01   7.324648E+04   3.850446E+02 
  1.424691E-01   6.675198E+04   3.677332E+02 
  1.488595E-01   6.105063E+04   3.509312E+02 
  1.552498E-01   5.538120E+04   3.340434E+02 
  1.616402E-01   5.120711E+04   3.211272E+02 
  1.680306E-01   4.764249E+04   3.094226E+02 
  1.744210E-01   4.436721E+04   2.984530E+02 
  1.808114E-01   4.144030E+04   2.882432E+02 
  1.872018E-01   3.857588E+04   2.779526E+02 
  1.935922E-01   3.626840E+04   2.694828E+02 
  1.999825E-01   3.412877E+04   2.612776E+02 
  2.063729E-01   3.234611E+04   2.543804E+02 
  2.127633E-01   3.110778E+04   2.494236E+02 
  2.191537E-01   2.994335E+04   2.447084E+02 
  2.255440E-01   2.874203E+04   2.397706E+02 
  2.319344E-01   2.742133E+04   2.342490E+02 
  2.383248E-01   2.619602E+04   2.290280E+02 
  2.447152E-01   2.567863E+04   2.267530E+02 
  2.511055E-01   2.459046E+04   2.222618E+02 
  2.574959E-01   2.343277E+04   2.168012E+02 
  2.638863E-01   2.330892E+04   2.164966E+02 
  2.702766E-01   2.245979E+04   2.128112E+02 
  2.766670E-01   2.150570E+04   2.083654E+02 
  2.830574E-01   2.093691E+04   2.057536E+02 
  2.894477E-01   2.048961E+04   2.038048E+02 
  2.958381E-01   2.016179E+04   2.023260E+02 
  3.022284E-01   1.970744E+04   2.005536E+02 
  3.086188E-01   1.891546E+04   1.967340E+02 
  3.150091E-01   1.857405E+04   1.949722E+02 
  3.213995E-01   1.835755E+04   1.944865E+02 
  3.277898E-01   1.787548E+04   1.920787E+02 
  3.341801E-01   1.749059E+04   1.905762E+02 
  3.405705E-01   1.689001E+04   1.876332E+02 
  3.469608E-01   1.633909E+04   1.849758E+02 
  3.533512E-01   1.596501E+04   1.830016E+02 
  3.597415E-01   1.593115E+04   1.831666E+02 
  3.661319E-01   1.586108E+04   1.833959E+02 
  3.725222E-01   1.559864E+04   1.823667E+02 
  3.789125E-01   1.533256E+04   1.812712E+02 
  3.853028E-01   1.498539E+04   1.799194E+02 
  3.916931E-01   1.452004E+04   1.775004E+02 
  3.980835E-01   1.420256E+04   1.760180E+02 
  4.044738E-01   1.405587E+04   1.753894E+02 
  4.108641E-01   1.403667E+04   1.760364E+02 
  4.172544E-01   1.385575E+04   1.754588E+02 
  4.236448E-01   1.361132E+04   1.746985E+02 
  4.300351E-01   1.328371E+04   1.729945E+02 
